name,keyword,rating,type,review_count,x,y,content_id,small_image
기림사,"['아름다운', '웅장한', '조용한', '힐링']",4.5,역사,12,129.40314540000003,35.83771654,126167,http://tong.visitkorea.or.kr/cms/resource/93/179593_image2_1.jpg
운문사,"['조용한', '활기찬']",4.5,역사,14,128.960367,35.66130866,126178,http://tong.visitkorea.or.kr/cms/resource/70/1130170_image2_1.jpg
보경사,"['산책', '아름다운', '힐링', '경치']",5,역사,33,129.3192297,36.25301241,126179,http://tong.visitkorea.or.kr/cms/resource/10/1615310_image2_1.jpg
성주 세종대왕자 태실,[],4.4,역사,0,128.29405459999998,36.0196336,126190,http://tong.visitkorea.or.kr/cms/resource/56/2605556_image2_1.jpg
고령 대가야유적지,[],4.3,역사,0,128.2585881,35.72200835,126191,http://tong.visitkorea.or.kr/cms/resource/66/2493166_image2_1.jpg
수로왕릉,"['경치', '산책']",4.4,역사,25,128.8772749,35.23493008,126192,null
충렬사,"['조용한', '아름다운', '놀거리', '활기찬']",3,역사,20,129.096005,35.2012629,126194,http://tong.visitkorea.or.kr/cms/resource/98/1571798_image2_1.jpg
아랑각,[],4.4,역사,0,128.7556646,35.49149067,126205,null
금관총,"['산책', '재밌는', '힐링', '경치']",4.4,역사,18,129.2098206,35.84114027,126209,http://tong.visitkorea.or.kr/cms/resource/52/182752_image2_1.jpg
망양정,"['아름다운', '특별한', '경치', '산책']",4.3,역사,15,129.41292520000002,36.96548585,126219,http://tong.visitkorea.or.kr/cms/resource/43/183243_image2_1.jpg
월송정,[],4.4,역사,0,129.4691102,36.74429832,126220,http://tong.visitkorea.or.kr/cms/resource/22/2716522_image2_1.jpg
거제도 해금강,[],4.9,자연,0,128.6839246,34.73333545,126224,http://tong.visitkorea.or.kr/cms/resource/89/2612889_image2_1.jpg
상족암군립공원,[],4.4,자연,0,128.15416059999998,34.9098757,126232,null
내장산국립공원,"['경치', '아름다운', '산책', '예술적']",4.3,자연,50,126.89857020000001,35.48686941,126237,http://tong.visitkorea.or.kr/cms/resource/25/2616825_image2_1.jpg
변산반도국립공원,['경치'],4.3,자연,10,126.5797696,35.64185752,126239,http://tong.visitkorea.or.kr/cms/resource/35/2392335_image2_1.jpg
조계산도립공원,[],4.4,자연,0,127.26876909999999,35.00428025,126240,http://tong.visitkorea.or.kr/cms/resource/59/3018959_image2_1.jpg
두륜산도립공원,"['포토존', '경치']",4.1,자연,10,126.6161142,34.48960491,126241,http://tong.visitkorea.or.kr/cms/resource/18/1929618_image2_1.jpg
강천산 군립공원,"['산책', '놀거리', '포토존']",4.4,자연,11,127.06751270000001,35.40882836,126249,http://tong.visitkorea.or.kr/cms/resource/95/2634995_image2_1.JPG
유달산,"['산책', '경치', '아름다운', '놀거리']",4.6,자연,58,126.371359,34.79427222,126257,null
금갑해변,[],3.5,자연,0,126.27735179999999,34.39579325,126274,http://tong.visitkorea.or.kr/cms/resource/30/1608030_image2_1.jpg
가마미해수욕장,[],4,자연,0,126.409077,35.39972939,126289,http://tong.visitkorea.or.kr/cms/resource/63/3018763_image2_1.jpg
구시포해수욕장,[],4.1,자연,0,126.43629840000001,35.44638844,126290,http://tong.visitkorea.or.kr/cms/resource/75/2513775_image2_1.jpg
수문해수욕장,[],4.2,자연,0,127.03550990000002,34.63564272,126295,null
홍도,[],4.3,자연,0,126.85126740000001,37.31644489999999,126300,http://tong.visitkorea.or.kr/cms/resource/20/1704120_image2_1.jpg
흑산도,[],3,자연,0,125.1125145,34.07401665,126301,http://tong.visitkorea.or.kr/cms/resource/10/1572010_image2_1.jpg
덕진공원,['포토존'],4.2,인문,48,127.1218688,35.84751561,126320,http://tong.visitkorea.or.kr/cms/resource/93/2366393_image2_1.jpg
중외공원,"['조용한', '경치', '산책', '힐링']",4.5,인문,12,126.88429579999999,35.18149818,126324,http://tong.visitkorea.or.kr/cms/resource/73/2675673_image2_1.JPG
죽도봉공원,['경치'],4.4,인문,10,127.4954783,34.95402591,126330,http://tong.visitkorea.or.kr/cms/resource/06/1971006_image2_1.jpg
백양사,[],4.4,역사,0,126.8828255,35.44007167,126341,http://tong.visitkorea.or.kr/cms/resource/09/2516009_image2_1.jpg
개암사,[],4.5,역사,0,126.6498267,35.66285076,126346,http://tong.visitkorea.or.kr/cms/resource/85/1604185_image2_1.jpg
무위사,[],4.4,역사,0,126.684766,34.74189438,126357,http://tong.visitkorea.or.kr/cms/resource/60/1606660_image2_1.jpg
운주사,['신기한'],4.3,역사,18,126.8804275,34.92559087,126359,http://tong.visitkorea.or.kr/cms/resource/95/2604595_image2_1.jpg
도갑사,[],4.5,역사,0,126.6629176,34.75299277,126361,null
태안사,[],4.3,역사,0,127.3864,35.13198733,126365,http://tong.visitkorea.or.kr/cms/resource/26/2043426_image2_1.jpg
미황사,"['힐링', '예술적']",4.5,역사,16,126.57797009999999,34.38226631,126370,http://tong.visitkorea.or.kr/cms/resource/43/2367443_image2_1.jpg
충민사,[],4.4,역사,0,127.8476909,36.83655157,126385,http://tong.visitkorea.or.kr/cms/resource/10/1033310_image2_1.jpg
여수 진남관,['경치'],3.7,역사,48,127.7367486,34.74187055,126386,null
고창읍성,"['산책', '포토존', '힐링', '경치']",4.4,역사,14,126.7044055,35.43032809,126398,http://tong.visitkorea.or.kr/cms/resource/43/2723743_image2_1.png
남원 만복사지,[],4.3,역사,0,127.36798059999998,35.40761979,126409,http://tong.visitkorea.or.kr/cms/resource/40/219440_image2_1.jpg
남원향교,[],4,역사,0,127.38300120000001,35.42206564,126410,http://tong.visitkorea.or.kr/cms/resource/07/1604107_image2_1.jpg
나주 금성관,[],4.2,역사,0,126.71656709999999,35.03339541,126412,http://tong.visitkorea.or.kr/cms/resource/89/2515589_image2_1.jpg
왕인박사유적지,[],4.4,역사,0,126.6310731,34.75546975,126413,null
순천향교,[],3.8,역사,0,127.4795519,34.95397286,126418,http://tong.visitkorea.or.kr/cms/resource/32/193332_image2_1.jpg
진도 남도진성,[],3.5,역사,0,126.1658429,34.36420055,126420,http://tong.visitkorea.or.kr/cms/resource/64/2653764_image2_1.jpg
보길도 윤선도 원림,[],4.4,역사,0,126.5559856,34.16246829999999,126422,null
진도 용장성,[],4,역사,0,126.33800749999999,34.5160974,126424,http://tong.visitkorea.or.kr/cms/resource/12/1608012_image2_1.jpg
수월봉,[],4.5,자연,0,126.16342009999998,33.29478901,126434,http://tong.visitkorea.or.kr/cms/resource/50/2612550_image2_1.jpg
한라산 성판악,[],4,자연,71,126.62039509999998,33.3848946,126436,http://tong.visitkorea.or.kr/cms/resource/47/1036847_image2_1.jpg
정방폭포,"['특별한', '산책', '경치', '재밌는']",4.5,자연,100,126.5769659,33.24520655,126437,http://tong.visitkorea.or.kr/cms/resource/78/2665278_image2_1.jpg
가파도,['조용한'],4.5,자연,30,126.2735884,33.16643269,126446,null
이호테우해변,"['아름다운', '조용한', '경치', '특별한']",4,자연,58,126.4531571,33.49741838,126448,null
사라봉공원,[],4.5,인문,25,126.54604850000001,33.51806202,126454,http://tong.visitkorea.or.kr/cms/resource/84/3026884_image2_1.jpg
한림공원,"['아름다운', '조용한', '경치', '힐링']",4.3,인문,100,126.2418363,33.38790216,126455,null
모충사,[],4,역사,0,126.5470457,33.51617335,126459,http://tong.visitkorea.or.kr/cms/resource/91/1618591_image2_1.jpg
연북정,[],4,역사,0,126.63596799999999,33.54023044,126463,http://tong.visitkorea.or.kr/cms/resource/46/2516646_image2_1.jpg
성읍민속마을,[],3.8,역사,100,126.8003906,33.38453919,126471,null
비자림,"['산책', '놀거리', '포토존', '힐링']",5,자연,100,126.8074905,33.48625306,126472,http://tong.visitkorea.or.kr/cms/resource/66/2668266_image2_1.jpg
인왕산,"['아름다운', '도심의', '산책', '전통적']",4.6,자연,43,126.96408319999999,37.57356706,126479,http://tong.visitkorea.or.kr/cms/resource/64/1894464_image2_1.jpg
관악산,"['도심의', '활기찬', '경치', '아름다운']",4.5,자연,26,126.95409879999998,37.44840364,126480,http://tong.visitkorea.or.kr/cms/resource/30/1857230_image2_1.jpg
도봉산,"['아름다운', '경치', '도심의', '조용한']",4.6,자연,13,127.0372178,37.68639136,126481,http://tong.visitkorea.or.kr/cms/resource/65/1894465_image2_1.jpg
경희궁,"['산책', '조용한', '아름다운', '활기찬']",4.4,역사,39,126.96850790000002,37.5704425,126484,http://tong.visitkorea.or.kr/cms/resource/31/1568231_image2_1.jpg
도산공원,"['조용한', '아름다운', '활기찬', '힐링']",4.5,자연,22,127.03624199999999,37.52307422,126486,http://tong.visitkorea.or.kr/cms/resource/60/2678560_image2_1.jpg
마로니에공원,[],4.3,인문,0,127.002724,37.58024198,126487,http://tong.visitkorea.or.kr/cms/resource/47/1554847_image2_1.jpg
삼청공원,[],4.5,인문,0,126.9840699,37.58798519,126488,http://tong.visitkorea.or.kr/cms/resource/34/1568134_image2_1.jpg
서울어린이대공원,"['도심의', '산책', '경치', '놀거리']",4.5,인문,100,127.0807289,37.54942196,126490,null
장충단공원,"['경치', '웅장한', '조용한', '산책']",4.4,인문,12,127.0041162,37.55760297,126491,http://tong.visitkorea.or.kr/cms/resource/85/1945785_image2_1.jpg
종묘광장공원,[],4.3,인문,0,126.99441670000002,37.57119566,126492,http://tong.visitkorea.or.kr/cms/resource/90/1985990_image2_1.jpg
경복궁,['포토존'],4.6,역사,100,126.976993,37.57882224,126508,http://tong.visitkorea.or.kr/cms/resource/33/2678633_image2_1.jpg
덕수궁,"['조용한', '산책', '전통적', '도심의']",4.6,역사,100,126.9748047,37.5657876,126509,null
창경궁,"['조용한', '도심의', '포토존', '아름다운']",4.6,역사,100,126.9938554,37.57767823,126511,http://tong.visitkorea.or.kr/cms/resource/10/2612510_image2_1.jpg
광화문,"['산책', '아름다운', '도심의', '놀거리']",4.4,역사,100,126.976335,37.57065651,126512,http://tong.visitkorea.or.kr/cms/resource/81/1075281_image2_1.jpg
아차산성,[],4.4,역사,0,127.104871,37.55382466,126518,http://tong.visitkorea.or.kr/cms/resource/23/741923_image2_1.jpg
국립서울현충원,"['산책', '힐링', '경치']",4.4,역사,28,126.9732511,37.50135617,126521,null
사육신공원,[],4.3,인문,0,126.949078,37.51341267,126523,null
국립4.19민주묘지,[],4.6,역사,0,127.0091159,37.64844805,126524,http://tong.visitkorea.or.kr/cms/resource/50/2025950_image2_1.jpg
올림픽공원,"['산책', '도심의', '활기찬', '경치']",4.6,인문,100,127.1214941,37.5206868,126532,http://tong.visitkorea.or.kr/cms/resource/39/2650439_image2_1.jpg
북촌한옥마을,"['산책', '포토존', '아름다운', '도심의']",4.4,역사,100,126.9864255,37.57916125,126537,http://tong.visitkorea.or.kr/cms/resource/06/2512006_image2_1.jpg
배알도 해변공원,[],4.2,인문,0,127.760216,34.95992984,126548,null
지천구곡,[],4,자연,0,126.83832959999998,36.39860884,126560,http://tong.visitkorea.or.kr/cms/resource/48/1902748_image2_1.jpg
관룡사,[],4.5,역사,0,128.55346459999998,35.53196018,126575,http://tong.visitkorea.or.kr/cms/resource/28/2563128_image2_1.jpg
장유대청계곡,[],4.4,자연,0,128.77554070000002,35.18536433,126591,null
승달산,[],5,자연,0,126.4564543,34.90946341,126614,null
조금나루해수욕장,[],3.7,자연,0,126.3363628,34.99604611,126616,http://tong.visitkorea.or.kr/cms/resource/49/194649_image2_1.jpg
전주동물원,"['포토존', '놀거리']",4.3,자연,41,127.1456331,35.85526237,126626,http://tong.visitkorea.or.kr/cms/resource/01/1605401_image2_1.jpg
삼성궁,[],4.2,역사,0,127.7012028,35.24026393,126631,null
도락산,[],4.3,자연,0,128.31316809999998,36.85641901,126653,http://tong.visitkorea.or.kr/cms/resource/22/176522_image2_1.jpg
